site_id,year,mean_temp,max_temp,min_temp,sea_level_pressure,wind_speed,precipitation,state,model_name
763420-99999,1995,3.96955172985993,4.8280002647421725,1.5137512944314082,1012.730617977528,2.9776243093922656,0.0212742382271468,0,gmm_2
763420-99999,1996,4.145595975133361,4.299691426020274,1.4958528353705844,1013.0072829131652,4.748360655737705,0.0528961748633879,0,gmm_2
763420-99999,1997,1.149319446571809,0.7969177985262519,1.1249533281254571,1013.4092436974788,4.137741046831956,0.0798898071625344,0,gmm_2
763420-99999,1998,3.635034864505002,3.353362499403715,3.442828732893716,1012.089534883721,3.379395604395604,0.0202739726027397,0,gmm_2
763420-99999,1999,4.764491935139986,3.727425945172669,3.141879133276575,1012.5584158415842,4.595879120879121,0.0265329512893982,0,gmm_2
763420-99999,2000,3.874708801410137,3.2069372307730077,2.76548319917201,1014.4224,5.143989071038251,0.032958904109589,0,gmm_2
763420-99999,2001,3.3975435143145205,2.198904485062201,2.176264751342067,1014.4271255060728,6.129670329670329,0.0288429752066115,0,gmm_2
763420-99999,2002,3.43423602074661,2.640275623138834,1.7922472544914,1013.8375545851528,5.808219178082192,0.017292817679558,0,gmm_2
763420-99999,2003,2.5290547798701084,1.4248588861691616,2.0931058097792175,1012.5514925373134,4.591011235955056,0.0288920454545454,0,gmm_2
763420-99999,2004,2.37868501566507,0.4911887994302191,1.5357086673974223,1013.8025,4.363934426229508,0.0260055096418732,0,gmm_2
763420-99999,2005,3.4644708484877924,1.7956948527654788,2.328961153216362,1006.4,4.367857142857143,0.0310220994475138,0,gmm_2
763420-99999,2006,4.084396081097793,3.4804854501706615,2.6696109815685105,1014.5077844311376,3.7265753424657535,0.0198351648351648,0,gmm_2
763420-99999,2007,1.349994955134889,0.8006921466283075,0.5818895920974043,1015.899613899614,4.468681318681319,0.0361157024793388,0,gmm_2
763420-99999,2008,2.791404399318921,2.8741206585283408,0.8317294795857038,1015.7586666666666,5.394262295081967,0.0227397260273972,0,gmm_2
763420-99999,2009,3.3904407838954427,3.091961501763194,1.7266063796160864,1014.5891025641024,5.329315068493151,0.0208767123287671,0,gmm_2
763420-99999,2010,1.0785558403802042,0.5934497954115443,-0.1439375298008443,1015.3482051282052,5.253021978021978,0.0497229916897506,0,gmm_2
763420-99999,2011,4.192471739857595,5.062477367962785,1.7498601137912717,1014.4257575757576,5.354120879120879,0.0062809917355371,0,gmm_2
763420-99999,2012,2.751935720063102,3.713587126005322,2.5619025403851623,1014.5231707317072,4.222160664819945,0.0180055401662049,0,gmm_2
763420-99999,2013,-0.3133717584930764,0.0269244523837386,0.2584906546384218,1014.0147222222222,3.855068493150685,0.0424109589041095,0,gmm_2
763420-99999,2014,-0.561037222857351,0.8556853240145017,-0.0720999204416159,1014.1983240223464,4.120547945205479,0.031917808219178,0,gmm_2
763420-99999,2015,-0.7345084889943507,-1.1429688971649767,0.5357623650746461,1014.6765060240964,3.672941176470588,0.0431470588235294,0,gmm_2
763420-99999,2016,0.7978784237566146,-0.3786053668651874,1.7423203143147603,1014.4788571428572,4.470958904109589,0.0576712328767123,0,gmm_2
